# Nomenclature CCAM consolidée à partir de trois sources officielles : (1) chapitres 1 à 19 de la CCAM descriptive publiés par l'ATIH (https://www.atih.sante.fr/sites/default/files/public/content/1621/Chapitre_N.pdf) ; (2) jeu de données « CCAM Ameli » (data.gouv.fr / InterHop : actes tarifés en libéral) ; (3) libellés abrégés des listes d'actes du Manuel des GHM 2025. Union des actes : un acte absent d'une source reste présent si une autre le porte.
# Extraites le 2026-09-24 par scripts/extraire-referentiel-atih.py : données officielles reprises telles quelles.
# Les libellés sont repris verbatim de la source indiquée (source_libelle) : la casse diffère donc selon la source.
# chapitre_ccam : 1 à 19 ; 18 = gestes complémentaires et d'anesthésie, 19 = adaptations pour la CCAM transitoire (forfaits).
code;libelle;source_libelle;chapitre_ccam;dans_ameli;dans_atih;dans_annexe8
ACQC001;Exploration intracrânienne, par vidéochirurgie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ACQH001;scanographie du crâne et de son contenu, avec injection intrathécale de produit de contraste [Cysternoscanner];CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQH002;scanographie du crâne, de son contenu et du thorax, avec injection intraveineuse de produit de contraste;CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQH003;scanographie du crâne et de son contenu, avec injection intraveineuse de produit de contraste;CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQH004;scanographie du crâne, de son contenu et du tronc, avec injection intraveineuse de produit de contraste;CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQJ001;remnographie [IRM] du crâne et de son contenu avec étude de la viabilité du parenchyme cérébral par imagerie de diffusion et de perfusion, avec remnographie des vaisseaux [angio-IRM] cervicocéphaliques;CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQJ002;remnographie [IRM] du crâne et de son contenu, avec injection intraveineuse de produit de contraste;CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQK001;scanographie du crâne et de son contenu, sans injection de produit de contraste;CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQK002;Scanographie du crâne et de son contenu et/ou du massif facial pour planification dosimétrique Acquisition des données anatomiques pour étude conformationnelle par scanographie du crâne et de son contenu;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ACQK003;scanographie du crâne et de son contenu et/ou du massif facial pour repérage stéréotaxique;CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQL001;tomoscintigraphie cérébrale à l'aide de marqueur de la neurotransmission et/ou du métabolisme;CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQL002;Tomoscintigraphie cérébrale par émission de positons, avec tépographe [caméra TEP] dédié;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ACQL003;Tomoscintigraphie cérébrale pour diagnostic et bilan de tumeur cérébrale Tomoscintigraphie cérébrale précoce et tardive pour le diagnostic de localisation et de stade de tumeur cérébrale, avec quantification de fixation (G);CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ACQL004;Tomoscintigraphie de perfusion cérébrale en période critique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ACQL005;Tomoscintigraphie de perfusion cérébrale avec test d'activation et quantification complexe (G);CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ACQL007;tomoscintigraphie de perfusion cérébrale sans test d'activation;CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQL008;Tomoscintigraphie de perfusion cérébrale après épreuve pharmacodynamique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ACQN001;remnographie [IRM] du crâne et de son contenu, sans injection intraveineuse de produit de contraste;CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQN002;remnographie [IRM] du crâne et de son contenu et/ou du massif facial pour planification dosimétrique;CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQN003;Remnographie [IRM] du crâne et de son contenu pour procédure stéréotaxique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ACQN004;remnographie [IRM] du crâne et de son contenu, avec étude de la viabilité du parenchyme cérébral par imagerie de diffusion et de perfusion;CCAM Ameli (data.gouv.fr);1;oui;oui;non
ACQP002;Repérage de structure nerveuse et/ou osseuse et guidage peropératoires assistés par ordinateur [Navigation];CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
ADCA001;Déroutement et suture du nerf facial, par abord transmastoïdien;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADCA002;Suture de plaie du nerf facial extrapétreux;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADCA003;Déroutement et suture du nerf facial, par abord suprapétreux;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADCA004;Déroutement du nerf alvéolaire inférieur [dentaire inférieur], par abord intrabuccal;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADCA005;Anastomose extracrânienne entre deux nerfs crâniens Anastomose hypoglossofaciale ou spinofaciale;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADCA006;Suture de plaie d'un nerf crânien, par craniotomie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADCA007;Déroutement et suture du nerf facial, par abord translabyrinthique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADEA001;Autogreffe du nerf facial, par abord transmastoïdien;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADEA002;Autogreffe du nerf facial extrapétreux;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADEA003;Autogreffe du nerf facial avec déroutement, par abord translabyrinthique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADEA004;Autogreffe du nerf facial, par abord suprapétreux et/ou par abord rétrosigmoïdien;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADEA005;Autogreffe de nerf crânien, par craniotomie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADFA002;Exérèse de lésion extracrânienne d'un nerf crânien avec réparation immédiate par autogreffe;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADFA003;Exérèse de lésion du nerf facial extrapétreux sans réparation immédiate;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADFA004;Exérèse de lésion du nerf facial intrapétreux avec réparation immédiate;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADFA005;Exérèse de lésion extracrânienne d'un nerf crânien sans réparation immédiate;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADFA006;Exérèse de lésion du nerf facial extrapétreux avec réparation immédiate;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADGA001;ABLATION 1 GENERATEUR STIMUL NF VAGUE AB. DIRECT;Manuel des GHM 2025 (libelle abrege);;non;non;oui
ADGA144;ABLAT/CHANGMT ÉLECTRODE DÉTECTION RESPI SYSTÈME;Manuel des GHM 2025 (libelle abrege);;non;non;non
ADGA286;ABLAT / CHANGEMENT ÉLECTRODE STIMULATION NERF;Manuel des GHM 2025 (libelle abrege);;non;non;non
ADGA724;ABLATION D'UN SYSTÈME DE STIMULATION DU NERF;Manuel des GHM 2025 (libelle abrege);;non;non;non
ADKA001;CHANGT 1 GENERATEUR STIMUL NF VAGUE AB. DIRECT;Manuel des GHM 2025 (libelle abrege);;non;non;oui
ADKA665;ABLAT / CHANGEMENT GÉNÉRATEUR STIMULATION NERF;Manuel des GHM 2025 (libelle abrege);;non;non;non
ADLA001;IMPLANT 1 STIMUL NF VAGUE AB. DIRECT;Manuel des GHM 2025 (libelle abrege);;non;non;oui
ADLA187;IMPLANTATION D'UN SYSTÈME DE STIMULATION DU NERF;Manuel des GHM 2025 (libelle abrege);;non;non;non
ADLB001;Infiltration thérapeutique de branche terminale du nerf trijumeau;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADLH001;Infiltration anesthésique du ganglion trigéminal avec évaluation diagnostique et pronostique, avec guidage radiologique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ADLH002;Infiltration anesthésique d'une branche de division du nerf trijumeau avec évaluation diagnostique et pronostique, avec guidage radiologique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ADLH003;Infiltration anesthésique du nerf glossopharyngien avec évaluation diagnostique et pronostique, avec guidage radiologique Chapitre 01 CCAM Version 1 14 sur 68 01.01.12.03 Infiltration de nerf spinal [rachidien] à visée diagnostique CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ADNB001;Destruction sélective de branche terminale du nerf trijumeau, par voie transcutanée ou transmuqueuse sans guidage Destruction du nerf alvéolaire inférieur, sans guidage;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ADNH001;Destruction sélective du nerf glossopharyngien, par voie transcutanée avec guidage radiologique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ADNH002;Destruction sélective de branche terminale du nerf trijumeau, par voie transcutanée avec guidage radiologique Thermocoagulation, microcompression, alcoolisation du nerf trijumeau, par voie transcutanée avec guidage radiologique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
ADPA001;Décompression du nerf optique, par craniotomie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA002;Vagotomie tronculaire postérieure avec séromyotomie œsogastrique antérieure, par laparotomie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA003;Section d'une branche extracrânienne du nerf trijumeau, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA004;Décompression du nerf alvéolaire inférieur [dentaire inférieur], par abord intrabuccal;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA005;Neurotomie vestibulaire, par abord translabyrinthique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA007;Neurotomie vestibulaire, par abord suprapétreux;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA008;Décompression du nerf facial, par abord transmastoïdien;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA009;Section des nerfs pétreux, par abord suprapétreux;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA010;Neurotomie vestibulaire, par abord rétrolabyrinthique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA011;Décompression du nerf facial, par abord suprapétreux;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA012;Section du nerf ampullaire postérieur;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA013;Section de nerf crânien, par abord infraoccipital rétrosigmoïdien;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA014;Vagotomie tronculaire, par thoracotomie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA015;Section du nerf du canal ptérygoïdien [Neurotomie vidienne];CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA016;Décompression du nerf infraorbitaire, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA017;Section du nerf tympanique [de Jacobson] dans le cavum tympanique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA018;Vagotomie tronculaire avec gastrojéjunostomie, par laparotomie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA019;Vagotomie suprasélective, par laparotomie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA020;Décompression du nerf optique, par abord orbitaire;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA021;Décompression du nerf facial, par abord transmastoïdien et par abord suprapétreux;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA022;Vagotomie tronculaire, par laparotomie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA023;Décompression du nerf optique, par abord transsinusien [transethmoïdal];CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPA024;Vagotomie tronculaire avec antrectomie gastrique, par laparotomie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPC001;Vagotomie tronculaire, par cœlioscopie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPC002;Vagotomie suprasélective, par cœlioscopie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPC003;Vagotomie tronculaire postérieure avec séromyotomie œsogastrique antérieure, par cœlioscopie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPC004;Vagotomie tronculaire, par thoracoscopie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADPC900;Section de nerf crânien, par vidéochirurgie intracrânienne;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
ADQB001;Électromyographie de détection du muscle ptérygoïdien latéral, par électrode aiguille 11.01.02 Photographies de la tête CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);11;non;oui;non
ADQB002;Électromyographie [EMG] unilatérale ou bilatérale de détection du muscle releveur de la paupière supérieure et/ou des muscles oculomoteurs, par électrode aiguille 02.01.02 Échographie de l'œil Comprend : échographie unilatérale ou bilatérale de l'œil. CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
ADQP002;Électrooculographie sensorielle [EOG sensorielle];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
ADQP003;Électrooculographie motrice [EOG motrice] Examen fonctionnel de la motricité oculopalpébrale;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
ADQP007;Électrorétinographie [ERG] par flash lumineux, avec mesure des amplitudes et latences des réponses, et étude des potentiels évoqués visuels [PEV];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
ADQP014;Mesure du réflexe trigéminopalpébral [réflexe de clignement] et/ou du réflexe massétérin;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
AEFA001;Exérèse de lésion de la moelle épinière sur un étage vertébral, par abord postérieur;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEFA002;Exérèse de lésion de la moelle épinière sur plusieurs étages vertébraux, par abord postérieur;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEFA003;Exérèse de lésion du cône médullaire, par abord postérieur;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEGA001;Ablation d’électrode de stimulation de la moelle épinière, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEGB001;Ablation d’électrode de stimulation de la moelle épinière, par voie transcutanée;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
AEJA001;Parage et fermeture de plaie pénétrante vertébrospinale, par abord antérieur ou antérolatéral;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEJA002;Parage et fermeture de plaie pénétrante vertébrospinale avec ostéosynthèse vertébrale, par abord antérieur ou antérolatéral;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEJA003;Évacuation d'hématome intraspinal [hématomyélie];CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEJA004;Parage et fermeture de plaie pénétrante vertébrospinale, par abord postérieur;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEJA005;Parage et fermeture de plaie pénétrante vertébrospinale avec ostéosynthèse vertébrale, par abord postérieur;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEKA001;Changement d'un générateur souscutané de stimulation de la moelle épinière;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AELA001;Implantation d’électrode de stimulation de la moelle épinière à visée thérapeutique, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AELA002;Implantation souscutanée d'un générateur de stimulation de la moelle épinière;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AELB001;Implantation d’électrode de stimulation de la moelle épinière à visée thérapeutique par voie transcutanée, avec implantation souscutanée d'un générateur de stimulation neurologique;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AELB002;Implantation d’électrode de stimulation de la moelle épinière à visée thérapeutique, par voie transcutanée;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AENA001;Destruction sélective de la corne postérieure de la moelle épinière ou de la jonction radicellospinale, par abord postérieur Drézotomie;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEPA001;Libération de moelle attachée, par abord postérieur;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEPA002;Myélotomie, commissurotomie ou cordotomie spinale, par abord postérieur;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEPA004;Libération d'une diastématomyélie, par abord postérieur;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEPB001;Cordotomie spinale, par voie transcutanée;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AEQH001;myélographie dorsale et/ou lombale;CCAM Ameli (data.gouv.fr);1;oui;oui;non
AEQH002;Myélographie cervicale;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
AEQM001;échographie transcutanée de la moelle épinière;CCAM Ameli (data.gouv.fr);1;oui;oui;non
AFCA001;Dérivation d'une cavité liquidienne intraspinale [syringomyélique] ou périspinale dans l'espace subarachnoïdien rachidien, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFCA002;Dérivation lombopéritonéale du liquide cérébrospinal subarachnoïdien rachidien, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFCA003;Dérivation d'une cavité liquidienne intraspinale [syringomyélique] ou périspinale en dehors de l'espace subarachnoïdien rachidien, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFCA004;Dérivation externe du liquide cérébrospinal subarachnoïdien rachidien;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFFA001;Exérèse de tumeur intradurale extraspinale sans reconstruction vertébrale, par abord antérieur ou antérolatéral;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFFA002;Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale avec reconstruction vertébrale, par abord postérieur ou postérolatéral;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFFA003;Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale sans reconstruction vertébrale, par abord postérieur ou postérolatéral;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFFA004;Exérèse de kyste méningé intracanalaire vertébral, par abord postérieur;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFFA005;Exérèse de tumeur épidurale rachidienne avec ostéosynthèse vertébrale, par abord postérieur;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFFA006;Exérèse d'une fistule dermique avec prolongement intradural rachidien;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFFA007;Exérèse de tumeur intradurale extraspinale, par abord postérieur ou postérolatéral;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFFA008;Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale sans reconstruction vertébrale, par abord antérieur ou antérolatéral;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFFA009;Exérèse de tumeur intradurale extraspinale avec reconstruction vertébrale, par abord antérieur ou antérolatéral;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFFA010;Exérèse de tumeur épidurale rachidienne, par abord postérieur;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFFA011;Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale avec reconstruction vertébrale, par abord antérieur ou antérolatéral;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFGA001;Ablation d'un système diffuseur ou d'une pompe implanté souscutané et du cathéter péridural [épidural] ou intrathécal spinal;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFGA002;Ablation d'une dérivation interne intraspinale du liquide cérébrospinal rachidien, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFHB001;Ponction de liquide cérébrospinal, par voie infraoccipitale ou latérocervicale transcutanée [Ponction sousoccipitale];CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
AFHB002;Ponction de liquide cérébrospinal, par voie lombale transcutanée [Ponction lombaire];CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
AFJA001;Évacuation d'hématome péridural [épidural] rachidien, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFJA002;Parage d'une épidurite et/ou d'une spondylodiscite sans reconstruction vertébrale, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFJA003;Évacuation d'hématome intradural rachidien, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFJA004;Évacuation d'hématome péridural [épidural] rachidien postopératoire, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFJA005;Parage d'une épidurite et/ou d'une spondylodiscite avec reconstruction vertébrale par greffe et/ou ostéosynthèse, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFJB002;Évacuation de liquide cérébrospinal, par voie transcutanée lombale Ponction lombaire évacuatrice;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
AFKB001;Changement d'un cathéter intrathécal spinal relié à un système diffuseur ou une pompe implanté souscutané;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFKB002;Changement d'un cathéter péridural [épidural] relié à un système diffuseur ou à une pompe implanté souscutané;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFLA003;Pose d'un cathéter intrathécal ou intrakystique spinal, avec pose d'un système diffuseur ou d'une pompe implantable souscutané;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;oui
AFLB001;Injection péridurale [épidurale] de sang autologue [Blood patch];CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
AFLB003;Séance d'injection intrathécale d'agent pharmacologique anticancéreux, par voie transcutanée;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
AFLB004;Pose d'un cathéter intrathécal spinal par voie lombale transcutanée, avec mesure instantanée de la pression du liquide cérébrospinal et tests dynamiques;CCAM descriptive (ATIH, chapitres 1 a 19);1;non;oui;non
AFLB006;injection thérapeutique intrathécale d'agent pharmacologique, par voie transcutanée sans guidage;CCAM Ameli (data.gouv.fr);1;oui;oui;oui
