# Fichiers officiels ATIH — Manuel des GHM, version 2025 : annexe 8 (actes classants), annexe 11 (actes mineurs reclassant en GHM médical) et volume 2 par CMD (listes d'actes rattachées aux racines). Source : https://www.atih.sante.fr/manuel-des-ghm-2025-publication-bo
# Extraites le 2026-09-24 par scripts/extraire-referentiel-atih.py : données officielles reprises telles quelles.
# Une ligne par acte classant. racines_ghm = racines dans lesquelles l'acte est classant (volume 2) ; cmds_classantes = CMD de l'annexe 8.
# libelle_ghm = libellé abrégé employé par le manuel (les libellés complets relèvent de la CCAM, voir data/ccam-complete-2025.csv).
code_ccam;racines_ghm;cmds_classantes;reclassant_ghm_medical;libelle_ghm
NFCA003;08C53 08C54 08C61 17C06 21C05;08 17 21;non;SUTURE/RÉINSERTION LIG. CROISÉS GENOU
NFCA004;08C53 08C54 08C61 17C07 21C05;08 17 21;non;SUTURE/RÉINSERTION LCA+CAPS.LIG PÉRIARTICULAIRE
NFCA005;08C53 08C54 08C61 17C06 21C05;08 17 21;non;SUTURE/RÉINSERT LCP+CAPS.LIG PÉRIARTICULAIRE
NFCA006;08C53 08C54 08C61 17C07 21C05;08 17 21;non;SUTURE/RÉINSERTION LIG. CROISÉ POST. GENOU
NFCA132;08C14 21C05;08 21;non;MICROPERF SOUSCHONDR GENOU + POSE MEMBRANE
NFCC001;08C34 08C61 17C07 21C05;08 17 21;non;SUTURE/RÉINSERTION LIG. CROISÉ POST. GENOU A.SCOPIE
NFCC002;08C34 08C61 17C07 21C05;08 17 21;non;SUTURE/RÉINSERTION LIG. CROISÉ ANT. GENOU A.SCOPIE
NFCC408;08C38 21C05;08 21;non;MICROPERF SOUSCHONDR GENOU + POSE MEMBRANE
NFDA002;08C53 08C54 08C61 17C06 21C05;08 17 21;non;ARTHRODÈSE FÉM.TIB ARTHROTOMIE
NFDA003;08C53 08C54 08C61 17C07 21C05;08 17 21;non;ARTHRODÈSE FIBULOTIBIALE PROX. ARTHROTOMIE
NFDA009;08C53 08C54 08C61 17C07 21C05;08 17 21;non;FIXATION FRAGMT O.CHONDRAL ARTIC. GENOU
NFDC001;08C38 21C05;08 21;non;FIXATION FRAGMT O.CHONDRAL ARTIC. GENOU A.SCOPIE
NFEA001;08C53 08C54 08C61 17C07 21C05;08 17 21;non;SUTURE DES 2MÉNISQUES GENOU ARTHROTOMIE
NFEA002;08C53 08C54 21C05;08 21;non;SUTURE 1MÉNISQUE GENOU ARTHROTOMIE
NFEC001;08C45 21C05;08 21;non;SUTURE DES 2MÉNISQUES GENOU A.SCOPIE
NFEC002;08C45 21C05;08 21;non;SUTURE 1MÉNISQUE GENOU A.SCOPIE
NFFA001;08C53 08C54 21C05;08 21;non;MÉNISCECTOMIES LAT. +MÉDIALE GENOU ARTHROTOMIE
NFFA002;08C53 08C54 08C61 17C07 21C05;08 17 21;non;SYNOVECTOMIE GENOU ARTHROTOMIES ANT+POST. SANS
NFFA003;08C53 08C54 21C05;08 21;non;MÉNISCECTOMIE LAT/MÉDIALE GENOU ARTHROTOMIE
NFFA004;08C53 08C54 08C61 21C05;08 21;non;SYNOVECTOMIE ANT. GENOU ARTHROTOMIE
NFFA005;08C38 08C61 21C05;08 21;non;SYNOVECTOMIE GENOU A.SCOPIE ANT. +ARTHROTOMIE
NFFA006;08C53 08C54 08C61 17C07 21C05;08 17 21;non;SYNOVECTOMIE GENOU ARTHROTOMIE ANT+POST +CHANGT
NFFC001;08C38 08C61 21C05;08 21;non;SYNOVECTOMIE GENOU A.SCOPIE ANT. +A.SCOPIE POST.
NFFC002;08C38 08C61 21C05;08 21;non;SYNOVECTOMIE ANT. GENOU A.SCOPIE
NFFC003;08C45 21C05;08 21;non;MÉNISCECTOMIES LAT. +MÉDIALE GENOU A.SCOPIE
NFFC004;08C45 21C05;08 21;non;MÉNISCECTOMIE LAT/MÉDIALE GENOU A.SCOPIE
NFGA001;08C22 08C61 17C06 21C05;08 17 21;non;ABL. 1PROTH. GENOU +ARTHRODÈSE
NFGA002;08C22 08C61 17C06 21C05;08 17 21;non;ABL. 1PROTH. GENOU
NFJA001;08C53 08C54 08C61 10C08 17C07 21C05;08 10 17 21;non;NETTOYAGE ARTIC. GENOU ARTHROTOMIE
NFJA002;08C53 08C54 08C61 10C08 17C07 21C05;08 10 17 21;non;ÉVAC. COLLECTION ARTIC. GENOU ARTHROTOMIE
NFJC001;08C38 08C61 21C05;08 21;non;NETTOYAGE ARTIC. GENOU A.SCOPIE
NFJC002;08C38 08C61 17C07 21C05;08 17 21;non;ÉVAC. COLLECTION ARTIC. GENOU A.SCOPIE
NFKA001;08C02 08C22 08C61 17C06 21C05;08 17 21;non;CHANGT 1PROTH. 3COMPART. GENOU SANS RECONSTR. OS.
NFKA002;08C02 08C22 08C61 17C06 21C05;08 17 21;non;CHANGT 1PROTH. 3COMPART. GENOU +RECONSTR. OS.
NFKA003;08C02 08C22 08C61 17C06 21C05;08 17 21;non;CHANGT 1PROTH. UNICOMPARTIMENTAIRE GENOU
NFKA004;08C02 08C22 08C61 17C06 21C05;08 17 21;non;CHANGT INSERT PROTH. GENOU
NFKA005;08C02 08C22 08C61 17C06 21C05;08 17 21;non;CHANGT 1PROTH. UNICOMPARTIMENTAIRE GENOU PR 1PROTH.
NFKA006;08C02 08C24 08C61 17C06 21C05;08 17 21;non;PROTH. GENOU UNICOMPART.
NFKA007;08C02 08C24 08C61 17C06 21C05;08 17 21;non;PROTH. GENOU 3COMPART. SUR 1DÉFORM. < 10° DS PLAN
NFKA008;08C02 08C24 08C61 17C06 21C05;08 17 21;non;PROTH. GENOU 3COMPART. SUR 1DÉFORM. SUP. À 10° DS PLAN
NFKA009;08C02 08C24 08C61 17C06 21C05;08 17 21;non;PROTH. GENOU À CHARNIÈRE FIXE/ROTATOIRE
NFLA001;08C02 08C22 08C61 17C06 21C05;08 17 21;non;REPOSE 1PROTH. ARTIC. GENOU +RECONSTR. OS.
NFLA002;08C02 08C22 08C61 17C06 21C05;08 17 21;non;REPOSE 1PROTH. ARTIC. GENOU SANS RECONSTR. OS.
NFMA002;08C53 08C54 08C61 17C07 21C05;08 17 21;non;PLASTIE LIG. EXTRAARTIC. LAT. GENOU +FASCIA LATA AB.
NFMA004;08C53 08C54 08C61 17C07 21C05;08 17 21;non;LIG.PLASTIE CROISÉ ANT. GENOU GREF. ARTHROTOMIE
NFMA005;08C31 08C32 08C57 08C61 17C07 21C05;08 17 21;non;CAPSULO-MYO-TÉNOPLASTIE GENOU PR RECENTRAGE
NFMA006;08C02 08C22 08C61 17C06 21C05;08 17 21;non;ARTHROPLASTIE GENOU PROTH. MASSIVE/SUR MESURE APRÈS
NFMA008;08C53 08C54 08C61 17C06 21C05;08 17 21;non;RECONSTR. ITÉRATIVE LIG. CROISÉ POST. GENOU LIG.
NFMA010;08C53 08C54 08C61 17C06 21C05;08 17 21;non;RECONSTR GREF LCP GENOU SANS RENFORCMT SYNTHÉTIQUE
NFMA011;08C53 08C54 08C61 17C06 21C05;08 17 21;non;LIG.PLASTIE CROISÉS GENOU ARTHROTOMIE
NFMA013;08C53 08C54 08C61 17C06 21C05;08 17 21;non;RECONSTR. OS. GENOU APRÈS PERTE SUBST. SEGT
NFMC001;08C34 08C61 17C07 21C05;08 17 21;non;LIG.PLASTIE CROISÉS GENOU A.SCOPIE
NFMC002;08C34 08C61 17C07 21C05;08 17 21;non;RECONSTRUC GREF LCP GENOU SANS RENFORCT
NFMC003;08C34 08C61 17C07 21C05;08 17 21;non;LIG.PLASTIE CROISÉ ANT. GENOU GREF. A.SCOPIE
NFMC005;08C34 08C61 17C07 21C05;08 17 21;non;RECONSTR. ITÉRATIVE LIG. CROISÉ POST. GENOU LIG.
NFPA001;01C08 08C53 08C54 08C61 21C05;01 08 21;non;LIBÉR. GENOU ARTHROTOMIE
NFPA002;08C53 08C54 17C07 21C05;08 17 21;non;SECTION AILERON ROTULE EXT. ARTHROTOMIE
NFPA003;01C08 08C53 08C54 08C61 17C07 21C05;01 08 17 21;non;LIBÉR. GENOU A.SCOPIE/ARTHROTOMIE +LIBÉR. CPLT
NFPA004;08C53 08C54 17C07 21C05;08 17 21;non;SECTION AILERON ROTULE EXT. +O.TOMIE SURFACE ROTUL.
NFPC001;08C38 21C05;08 21;non;SECTION AILERON ROTULE EXT. A.SCOPIE
NFPC002;01C08 08C38 21C05;01 08 21;non;LIBÉR. GENOU A.SCOPIE
NFQC001;08C38 10C08 21C05;08 10 21;non;EXPLO. ARTIC. GENOU A.SCOPIE
NGCA001;08C33 08C55 17C07 21C05;08 17 21;non;SUTURE/RECONSTR. CAPS.LIG ARTIC.
NGDA001;08C33 08C55 08C61 17C06 21C05;08 17 21;non;ARTHRODÈSE TIBIO-TALO-CALCANÉENNE ARTHROTOMIE
NGDA002;08C33 08C55 08C61 17C07 21C05;08 17 21;non;ARTHRODÈSE TIBIOTALIENNE ARTHROTOMIE
NGDA003;01C08 08C33 08C55 08C61 17C07 21C05;01 08 17 21;non;ARTHRODÈSES TIBIO-TALO-CALCANÉENNE
NGDA004;08C33 08C55 17C07 21C05;08 17 21;non;ARTHRORISE TIBIOTALIENNE/TALOCALCANÉENNE AB. DIRECT
NGDC001;08C40 08C61 17C07 21C05;08 17 21;non;ARTHRODÈSE TIBIOTALIENNE A.SCOPIE
NGEA001;08C31 08C32 08C57 08C61 17C07 21C05;08 17 21;non;RÉDUC. 1LUX. CHEVILLE +/- MÉDIOTARS. ARTHROTOMIE
NGFA001;08C31 08C32 08C57 08C61 21C05;08 21;non;"RÉSEC. """"EN BLOC"""" ARTIC. CHEVILLE"
NGFA002;08C29 08C46 21C05;08 21;non;EXÉRÈSE 1KYSTE SYNOVIAL/1BOURSE SÉREUSE
NGGA001;08C31 08C32 08C57 08C61 17C06 21C05;08 17 21;non;ABL. 1PROTH. TIBIOTALIENNE
NGGA002;08C31 08C32 08C57 08C61 17C06 21C05;08 17 21;non;ABL. 1PROTH. TIBIOTALIENNE +ARTHRODÈSE
NGJA001;08C31 08C32 08C57 08C61 21C05;08 21;non;NETTOYAGE ARTIC. TIBIOTALIENNE ARTHROTOMIE
NGJA002;08C31 08C32 08C57 08C61 17C07 21C05;08 17 21;non;ÉVAC. COLLECTION ARTIC. TIBIOTALIENNE/1ARTIC. PIED
NGJC001;08C40 21C05;08 21;non;NETTOYAGE ARTIC. TIBIOTALIENNE A.SCOPIE
NGJC002;08C40 08C61 10C08 17C07 21C05;08 10 17 21;non;ÉVAC. COLLECTION ARTIC. TIBIOTALIENNE/1ARTIC. PIED
NGKA001;08C31 08C32 08C57 08C61 17C06 21C05;08 17 21;non;REMPLT ARTIC. TIBIOTALIENNE PROTH.
NGMA001;08C31 08C32 08C57 08C61 17C06 21C05;08 17 21;non;ARTHROPLASTIE CHEVILLE +ARTHRODÈSE APRÈS PERTE
NGPA001;01C08 08C31 08C32 08C57 08C61 21C05;01 08 21;non;LIBÉR. TIBIOTAL. +/- SYNOVECTOMIE +ALLONGT +/-
NGPA002;01C08 08C31 08C32 08C57 21C05;01 08 21;non;LIBÉR. TIBIOTALIENNE +/- SYNOVECTOMIE TIBIOTALIENNE
NGPA003;01C08 08C31 08C32 08C57 08C61 17C07 21C05;01 08 17 21;non;LIBÉR. TIBIOTALUS+/-SYNOVECTOMIE TIBIOTALUS
NGPC001;01C08 08C40 21C05;01 08 21;non;LIBÉR. TIBIOTALIENNE +/- SYNOVECTOMIE TIBIOTALIENNE
NGQC001;08C40 21C05;08 21;non;EXPLO. ARTIC. CHEVILLE A.SCOPIE
NHDA001;08C36 08C37 08C61 21C05;08 21;non;ARTHRODÈSE 1RE ARTIC. M.T.P +RÉSEC. DES TÊTES DES
NHDA002;08C36 08C37 21C05;08 21;non;ARTHRODÈSE ARTIC. I.P 1ER ORTEIL ARTHROTOMIE
NHDA003;01C08 08C36 08C37 08C61 17C07 21C05;01 08 17 21;non;ARTHRODÈSE PIED +CORREC. ARCHI AB. DIRECT
NHDA004;08C36 08C37 21C05;08 21;non;ARTHRODÈSE 1RE ARTIC. M.T.P ARTHROTOMIE
NHDA005;08C36 08C37 08C61 17C07 21C05;08 17 21;non;ARTHRODÈSE PLUS. ARTIC. TARSOMÉTA ARTHROTOMIE
NHDA006;08C36 08C37 08C61 17C07 21C05;08 17 21;non;ARTHRODÈSE 1INTERLIGNE MÉDIOTARSE ARTHROTOMIE
NHDA007;08C36 08C37 21C05;08 21;non;ARTHRODÈSE 1ARTIC. TARSOMÉTA ARTHROTOMIE
NHDA008;08C36 08C37 08C61 17C07 21C05;08 17 21;non;ARTHRODÈSE CPLT MÉDIOTARSE ARTHROTOMIE
NHDA009;01C08 08C36 08C37 08C61 17C07 21C05;01 08 17 21;non;ARTHRODÈSE PIED AB. DIRECT
NHDA010;01C08 08C36 08C37 08C61 17C07 21C05;01 08 17 21;non;ARTHRODÈSE PIED +TRANSFERT TEND. AB. DIRECT
NHDA011;08C33 08C55 08C61 17C07 21C05;08 17 21;non;ARTHRODÈSE TALOCALCANÉENNE ARTHROTOMIE
NHFA001;08C36 08C37 21C05;08 21;non;SYNOVECTOMIE ARTIC. AVANT-PIED
NHKA001;08C36 08C37 21C05;08 21;non;REMPLT ARTIC. M.T.P PROTH. SUR 1RAYON PIED
NHMA001;08C36 08C37 21C05;08 21;non;ARTHROPLASTIE M.T.P RÉSEC. TÊTE M.T SUR PLUS. RAYONS
NHMA002;08C36 08C37 21C05;08 21;non;ARTHROPLASTIE RÉSEC. ARTIC/ARTHRODÈSE I.P 1ORTEIL LAT.
NHMA003;08C36 08C37 21C05;08 21;non;ARTHROPLASTIE M.T.P RÉSEC. TÊTE M.T SUR 1RAYON LAT. PIED
NHMA006;08C36 08C37 21C05;08 21;non;ARTHROPLASTIE M.T.P RÉSEC. 2FACES ARTIC+OSTÉOPHYTES
NHMA007;08C36 08C37 21C05;08 21;non;ARTHROPLASTIE M.T.P RÉSEC. 1VERSANT ARTIC. SUR 1ER
NHMA008;08C36 08C37 21C05;08 21;non;RECONSTR. CAPS.LIG ARTIC. MÉDIOTARSIENNE
NHPA001;01C08 08C36 08C37 21C05;01 08 21;non;LIBÉR. MOBILISATRICE 1ARTIC. M.T.P 1RAYON LAT. PIED
NHPA002;01C08 08C36 08C37 21C05;01 08 21;non;LIBÉR. M.P 1ER ORTEIL +TRANSFERT
NHPA003;08C36 08C37 21C05;08 21;non;LIBÉR. M.P 1ER ORTEIL PR HALLUX VARUS
NHPA004;01C08 08C36 08C37 21C05;01 08 21;non;LIBÉR. MOBILISATRICE DES ARTIC. TARSOMÉTA SUR
NHPA005;01C08 08C36 08C37 21C05;01 08 21;non;LIBÉR. MOBILISATRICE DES ARTIC. TARSOMÉTA
NHPA006;01C08 08C36 08C37 21C05;01 08 21;non;LIBÉR. 5°M.P+TRANSFERT TENDON +O.TOMIE M.T
NJAA001;01C08 08C29 08C42 21C05;01 08 21;non;ALLONGT PLUS. TENDONS ARR.PIED AB. DIRECT
NJAA002;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;ALLONGT+/-TRANSFERT TENDON SANS CAPS.TOMIE PR
NJAA003;01C08 08C29 08C42 21C05;01 08 21;non;ALLONGT 1TENDON ARR.PIED AB. DIRECT
NJAA004;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;ALLONGT+/-TRANSFERT PLUS. TENDONS+CAPS.TOMIE PR
NJBA001;01C08 08C29 08C42 21C05;01 08 21;non;RACCOURC LIG. ROTUL. +SECTION/ALLONGT MUSC. DT
NJBA002;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;RACCOURC LIG. ROTUL.
NJCA001;08C29 08C42 21C05;08 21;non;SUTURE 1TENDON ARR.PIED AB. DIRECT
NJEA001;01C08 08C04 08C49 08C50 08C61 17C07 21C05;01 08 17 21;non;TRANSFERT PSOAS +O.TOMIE OS COXAL +FÉMUR
NJEA002;08C29 08C42 08C61 17C07 21C05;08 17 21;non;SUTURE TENDON MUSC. QUADRICEPS FÉM.
NJEA003;08C29 08C42 21C05;08 21;non;RÉINSERTION TENDON CALCANÉEN AB. DIRECT
NJEA004;01C08 08C04 08C49 08C50 08C61 17C06 21C05;01 08 17 21;non;TRANSFERT PSOAS +O.TOMIE OS COXAL/FÉMUR
NJEA005;08C36 08C37 21C05;08 21;non;ALIGNT 1CAMPTODACTYLIE ORTEIL LIBÉR. DES TISSUS MOUS
NJEA006;01C08 08C29 08C42 21C05;01 08 21;non;TRANSFERT TEND. +/- TÉNODÈSE PR RÉTABL.
NJEA007;08C29 08C42 08C61 17C07 21C05;08 17 21;non;SUTURE LIG. ROTUL.
NJEA008;01C08 08C29 08C42 21C05;01 08 21;non;TRANSFERT TEND. PR RÉTABL. EXTENSION 1ER ORTEIL
NJEA009;01C08 08C29 08C42 17C07 21C05;01 08 17 21;non;TRANSFERT TEND. +/- TÉNODÈSE PR RÉTABL. FLEXION
NJEA010;01C08 08C29 08C42 21C05;01 08 21;non;TRANSFERT TEND. PR RÉTABL. FCT INTRINS. 1ER ORTEIL +/-
NJEA011;01C08 08C29 08C42 21C05;01 08 21;non;TRANSFERT TEND. +/- TÉNODÈSE PR RÉTABL. FLEXION
NJEA012;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;TRANSFERT PSOAS
NJFA001;08C29 08C42 08C61 17C07 21C05;08 17 21;non;RÉSEC. OSTÉOME PARAARTICULAIRE COXOFÉM. ANT.
NJFA002;08C29 08C46 09C24 09C27 09C28 09C29 09C30 09C31 21C05;08 09 21;oui;EXÉRÈSE LÉS. FASCIA +/- SSFASCIA DES TISSUS MOUS PLANTE
NJFA003;08C29 08C42 08C61;08;non;RÉSEC. DES TISSUS MOUS PR HYPERTROPHIE +GIGANTISME
NJFA004;08C36 08C37;08;non;RÉSEC. TISSUS MOUS+OS. PR HYPERTROPHIE+GIGANTISME
NJFA005;01C08 08C29 08C42 21C05;01 08 21;non;TÉNOSYNOVECTOMIE PLUS. TENDONS ARR.PIED
NJFA006;08C04 08C49 08C50 21C05;08 21;non;EXÉRÈSE 1FRAGMT OS. SUPRATROCHANTÉRIEN
NJFA008;08C29 08C42 21C05;08 21;non;EXÉRÈSE 1HYGROMA GENOU AB. DIRECT
NJFA009;08C29 08C42 08C61 17C06 21C05;08 17 21;non;RÉSEC. OSTÉOME PARAARTICULAIRE COXOFÉM. ANT. +POST.
NJMA001;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;RECONSTR. APP. EXTENS. GENOU GREF. O.TEND
NJMA002;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;RECONSTR. APP. EXTENS. GENOU GREF. O.TEND
NJMA003;01C08 08C29 08C42 21C05;01 08 21;non;AUTOPLASTIE 1TENDON ARR.PIED AB. DIRECT
NJMA004;08C29 08C42 21C05;08 21;non;RECONSTR. GAINE PÉRONIERS PLASTIE CAPS.LIG PÉRIOSTÉE
NJMA005;08C36 08C37 08C61 17C07;08 17;non;CORREC. PROGR. 1DÉFORM. PIED FIXATEUR EXT.
NJMA006;08C36 08C37 08C61 17C07;08 17;non;CORREC. PROGR. 1DÉFORM. PIED FIXATEUR EXT. +LIBÉR. DES
NJMA007;08C29 08C42 08C61 17C06;08 17;non;CORREC. PROGR. 1DÉFORM. GENOU FIXATEUR EXT.
NJMB001;08C29 08C46 21C05;08 21;non;RÉPAR. 1RUPTURE TENDON CALCANÉEN TRANSCUT.
NJPA001;01C08 08C21 08C61 17C07 21C05;01 08 17 21;non;CHIR. TENDON BILAT. FLEXUME MB INF. O.TOMIE FÉM.+TIBIA
NJPA002;01C08 08C29 08C42 21C05;01 08 21;non;LIBÉR. DES TISSUS MOUS CHEVILLE/ARR.PIED
NJPA003;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;SECTION/ALLONGT TENDON PR ATTITUDE VICIEUSE
NJPA004;01C08 08C21 08C61 17C07 21C05;01 08 17 21;non;CHIR. TENDON UNILAT. FLEXUM MB INF. +ARTHRODÈSE
NJPA005;01C08 08C21 08C61 17C07 21C05;01 08 17 21;non;CHIR. TENDON UNILAT. ATTIT. VICIEUSE MB INF. O.TOMIE
NJPA006;01C08 08C36 08C37 21C05;01 08 21;non;APONÉVROTOMIE +DÉSINSERTION MUSC. À PLANTE PIED
NJPA007;01C08 08C36 08C37 21C05;01 08 21;non;APONÉVROTOMIE/ECTOMIE /DÉSINSERTION APONÉVROSE
NJPA008;01C08 08C21 08C61 17C07 21C05;01 08 17 21;non;CHIR. TENDON BILAT. FLEXUM MB INF. +ARTHRODÈSE PIED
NJPA009;01C08 08C29 08C42 08C61 21C05;01 08 21;non;LIBÉR  TISSUS MOUS CHEVILLE/ARR.PIED +MÉDIOPIED
NJPA010;01C08 08C33 08C55 08C61 17C07 21C05;01 08 17 21;non;LIBÉR. ANT. +POST. CHEVILLE +PIED PR PIED CONVEXE
NJPA011;01C08 08C29 08C42 08C61 21C05;01 08 21;non;CHIR. TENDON UNILAT. FLEXUM HANCHE+GENOU +RACCOURC
NJPA012;01C08 08C21 08C61 21C05;01 08 21;non;CHIR. TENDON BILAT. FLEXUM HANCHE+GENOU +ARTHRODÈSE
NJPA013;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;CHIR. TENDON BILAT. ATTITUDE VICIEUSE HANCHE +GENOU AB.
NJPA014;08C29 08C42 21C05;08 21;non;APONÉVROTOMIE INTRAMUSC. PR ALLONGT MUSC. TRICEPS
NJPA015;01C08 08C36 08C37 21C05;01 08 21;non;APONÉVROTOMIE +DÉSINSERTION MUSC. À PLANTE PIED
NJPA016;01C08 08C29 08C42 21C05;01 08 21;non;INCISIONS AXIALES LIG. ROTUL. +PLASTIE AUTOLOGUE
NJPA017;01C08 08C21 17C07 21C05;01 08 17 21;non;CHIR. TENDON UNILAT. FLEXUM MB INF. O.TOMIE FÉM+TIBIA
NJPA018;01C08 08C29 08C42 21C05;01 08 21;non;LIBÉR. INCISIONS AXIALES/TÉNOSYNOVECTOMIE 1TENDON
NJPA019;01C08 08C29 08C42 08C61 21C05;01 08 21;non;LIBÉR TISSUS MOUS CHEVILLE/ARR.PIED +CAPS.TOMIE AB.
NJPA020;01C08 08C21 17C06 21C05;01 08 17 21;non;CHIR. TENDON BILAT. ATTIT. VICIEUSE MB INF. O.TOMIE FÉM. AB.
NJPA021;01C08 08C29 08C42 08C61 21C05;01 08 21;non;CHIR. TENDON UNILAT. FLEXUM MB INF. +RACCOURC LIG. ROTUL
NJPA022;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;CHIR. TENDON BILAT. ATTIT. VICIEUSE MB INF. AB. DIRECT
NJPA023;01C08 08C33 08C55 08C61 21C05;01 08 21;non;LIBÉR. ANT. CHEVILLE +PIED PR PIED CONVEXE
NJPA024;01C08 08C29 08C42 08C61 21C05;01 08 21;non;CHIR. TENDON UNILAT. ATTIT. VICIEUSE MB INF. AB. DIRECT
NJPA025;01C08 08C29 08C42 21C05;01 08 21;non;SECTION/ALLONGT 1TENDON MUSC. EXTENS/MUSC. FLÉCH.
NJPA026;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;CHIR. TENDON BILAT. FLEXUM HANCHE +GENOU +RACCOURC
NJPA027;01C08 08C33 08C55 08C61 17C07 21C05;01 08 17 21;non;LIBÉR. CHEVILLE/ARR+MÉDIOPIED +CAPS.TOMIE +O.TOMIE
NJPA028;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;CHIR. TENDON BILAT. FLEXUM MB INF. +RACCOURC LIG. ROTUL.
NJPA029;01C08 08C29 08C42 21C05;01 08 21;non;SECTION/ALLONGT PLUS. TENDONS PR ATTITUDE VICIEUSE PIED
NJPA030;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;CHIR. TENDON UNILAT. ATTITUDE VICIEUSE HANCHE +GENOU
NJPA031;01C08 08C21 08C61 17C07 21C05;01 08 17 21;non;CHIR. TENDON UNILAT. MB INF.+O.TOMIE FÉM+ARTHRODÈSE
NJPA032;01C08 08C29 08C42 21C05;01 08 21;non;INCISIONS AXIALES LIG. ROTUL. SANS PLASTIE
NJPA033;01C08 08C21 17C06 21C05;01 08 17 21;non;CHIR TEND. BILAT. MB INF+O.TOMIE FÉM+ARTHRODÈSE
NJPA034;01C08 08C29 08C42 08C61 17C07 21C05;01 08 17 21;non;SECTION/ALLONGT TENDONS PSOAS+AUTRE PR FLEXUM
NJPA035;01C08 08C29 08C42 08C61 21C05;01 08 21;non;SECTION/ALLONGT TENDON PR ATTITUDE VICIEUSE HANCHE AB.
NJPA036;01C08 08C21 17C06 21C05;01 08 17 21;non;CHIR. TENDON UNILAT. FLEXUM HANCHE+GENOU
NZEA001;08C36 08C37 08C61 17C06;08 17;non;REPOS. PIED PR AGÉNÉSIE TIBIA
NZEA002;08C21 21C05;08 21;non;RÉIMPLANT. MB INF. SECTIONNÉ À JAMBE
NZEA003;08C21 08C61 17C06;08 17;non;GREF. PIED À CUISSE +CONSERV. DES PÉD. VASC.NF
NZEA004;08C36 08C37 08C61 17C07;08 17;non;REPOS. PIED PR AGÉNÉSIE FIBULA
NZEA006;08C21 21C05;08 21;non;RÉIMPLANT. MB INF. SECTIONNÉ À CUISSE
NZEA007;08C21 17C06 21C05;08 17 21;non;RÉIMPLANT. PIED
NZEB001;08K04;08;non;TRACTION CONTINUE TRANSOSSEUSE MB INF. PR LÉS. NON
NZEP001;08K04;08;non;TRACTION CONTINUE CUT. MB INF. >7JOURS PR LÉS. NON
NZEP002;08K03;08;non;TRACTION CONTINUE CUT. MB INF. 1DURÉE INF. À 7JOURS PR
NZFA001;05C12 08C06 08C61 17C06 21C05;05 08 17 21;non;DÉSARTIC. HANCHE
NZFA002;05C12 08C06 08C61 09C23 09C33 09C34 10C08 17C06 21C05;05 08 09 10 17 21;non;AMPUT. TRANSTIBIALE
NZFA003;05C12 08C06 08C61 09C23 09C33 09C34 10C08 17C06 21C05;05 08 09 10 17 21;non;DÉSARTIC. GENOU
NZFA004;05C13 08C36 08C37 09C23 09C33 09C34 10C08 17C07 21C05;05 08 09 10 17 21;non;AMPUT/DÉSARTIC. PLUS. ORTEILS
NZFA005;05C12 08C36 08C37 08C61 09C23 09C33 09C34 10C08 17C06 21C05;05 08 09 10 17 21;non;AMPUT/DÉSARTIC. AU MÉDIOPIED/À AVANT-PIED SANS
NZFA006;05C12 08C06 17C06 21C05;05 08 17 21;non;DÉSARTIC/AMPUT. MB INF. À TRAVERS OS COXAL ARTIC.
NZFA007;05C12 08C06 08C61 09C23 09C33 09C34 10C08 17C06 21C05;05 08 09 10 17 21;non;AMPUT. TRANSFÉMORALE
NZFA008;05C12 08C06 21C05;05 08 21;non;DÉSARTIC/AMPUT. INTERILIOABDOMINALE
NZFA009;05C12 08C06 08C61 09C25 09C33 09C34 10C08 17C06 21C05;05 08 09 10 17 21;non;AMPUT/DÉSARTIC. À CHEVILLE/À ARR.PIED
NZFA010;05C13 08C36 08C37 09C23 09C33 09C34 10C08 21C05;05 08 09 10 21;non;AMPUT/DÉSARTIC. 1ORTEIL
NZFA011;08C36 08C37;08;non;AMPUT. 1ORTEIL SURNUMÉRAIRE +RECONSTR. ARTIC.
NZFA012;08C36 08C37;08;non;AMPUT. 1ORTEIL SURNUMÉRAIRE SANS RECONSTR. ARTIC.
NZFA013;05C12 08C06 08C61 09C23 09C33 09C34 10C08 17C06 21C05;05 08 09 10 17 21;non;AMPUT/DÉSARTIC. MÉDIOPIED/AVANT-PIED +STABILISATION
NZHA001;08C12 09C23 10C08 11C08 12C09 12C10;08 09 10 11 12;oui;BIOPSIE 1OS +/- 1ARTIC. MB INF. AB. DIRECT
NZMA001;08C36 08C37;08;non;RECONSTR. +RÉALIGNEMENT 1ER RAYON PIED PR MALF.
